what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384201620890
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384201624098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384201625787
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384201625961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384201627877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384201651460
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384201657666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384201686632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384201740092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384201760519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384201765291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384201766626
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384201768376
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384201784978
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384201785440
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384201785519
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384201789031
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384201789032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384201939720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384201976039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1384201997932
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384202003775
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384202020463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202021543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202021690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202046502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202046749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202047008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202047247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202047571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202055316
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202055533
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202055742
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202055954
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202056185
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202056373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202056620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202057541
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202057783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202058042
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202081968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082397
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1384202082750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384202132796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384202138037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202182611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202267743
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384202276045
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1384202276770
started,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1384202276944
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1384202277006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202281782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202285218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202287606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202290061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202293811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202296821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202298731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202301127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202304108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202305282
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202306360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202308577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202344706
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202351453
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384202371106
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384202377780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202381639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202394442
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202398354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202474762
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1384202487393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202492407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202510659
error,log,,,"Current file is not a match for the given config.",1384202510762
error,log,,,"Current file is not a match for the given config.",1384202510764
error,log,,,"Current file is not a match for the given config.",1384202510766
error,log,,,"Current file is not a match for the given config.",1384202510768
error,log,,,"Current file is not a match for the given config.",1384202510770
error,log,,,"Current file is not a match for the given config.",1384202510772
error,log,,,"Current file is not a match for the given config.",1384202510774
error,log,,,"Current file is not a match for the given config.",1384202510777
error,log,,,"Current file is not a match for the given config.",1384202510779
error,log,,,"Current file is not a match for the given config.",1384202510781
error,log,,,"Current file is not a match for the given config.",1384202510783
error,log,,,"Current file is not a match for the given config.",1384202510784
error,log,,,"Current file is not a match for the given config.",1384202510786
error,log,,,"Current file is not a match for the given config.",1384202510788
error,log,,,"Current file is not a match for the given config.",1384202510790
error,log,,,"Current file is not a match for the given config.",1384202510793
error,log,,,"Current file is not a match for the given config.",1384202510797
error,log,,,"Current file is not a match for the given config.",1384202510801
error,log,,,"Current file is not a match for the given config.",1384202510803
error,log,,,"Current file is not a match for the given config.",1384202510806
error,log,,,"Current file is not a match for the given config.",1384202510807
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384202510923
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384202510996
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1384202572359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202600205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202646769
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384202651733
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1384202657954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202673691
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384202741209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1384202745353
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384202748495
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1384202748507
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1384202748572
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384202776890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1384202787660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1384202802998
